Description,Rating,SortKey
"loads engineer kitty hawk palo alto, ca  project heaviside is kitty hawk’s latest high-performance electric vtol vehicle. it is designed to be fast, small and exceedingly quiet, taking advantage of new possibilities to free people from traffic.  here at kitty hawk, where a century of aviation practices meets technology breakthroughs and a world-class engineering team, things are looking up. in 1903, the wright brothers took flight for the first time from the beaches of kitty hawk, north carolina. our journey started by designing, testing and building all-electric vertical take-off and landing products for work and play. today, in california, we are building on the wright brothers’ legacy to create the next generation of vehicles for everyday flight.  as a loads engineer for heaviside, you will:  develop and maintain loads for the aircraft , clearly communicate enveloping load cases to engineering team, develop test plans to validate loads and correlate models, work with design and test engineers to design hardware tests that accurately reflect system loads, and work with software and controls teams to improve flying qualities. required: b. s. in mechanical engineering, aerospace engineering, or another relevant field 5+ years experience as a loads engineer proficiency with finite element analysis strong understanding of aircraft dynamics experience generating loads for fatigue driven systems ability to simplify complex engineering systems with a solid understanding of fundamental concepts desired: experience with aeroelastic analysis experience with aircraft certification requirements experience with vibratory loads and rotor dynamics a pilot’s license or experience in related areas of flight such as rc model aircraft, paragliding, hang gliding, etc. experience with aswing, avl, xfoil, and other simple cfd tools experience with nastran, rcas, or other high fidelity aeroelastic packages we are located in palo alto and hollister, with great access to nice outdoor spaces as well as to airports at both locations. we offer a comprehensive benefits package including medical, dental, vision and life insurance (company pays 100% of employee premium), unlimited pto days, 10 company holidays, a 401(k) plan with 50% company matching (no vesting period), commuter assistance, and education assistance. and on top of all that, we also offer a variety of perks such as free catered lunches and snacks, flight lessons, happy hours and many more.  kitty hawk provides equal employment opportunities (eeo) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. in addition to federal law requirements, kitty hawk abides by applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. this policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.  kitty hawk is an e-verify employer.",1,41
"electrical designer associated engineering consultants wayne, pa 19087  aec welcomes qualified, motivated candidates who will uphold our commitment to providing best-in-class engineering and exceptional service to clients. we offer a competitive benefits package and attractive work environment, including:medical, dental, 401k, vacation and sick timeflexible hours (core hours 8:30-4:30)ideal suburban location with free parkingeasy access to i-76, i-476, pa turnpike, routes 202 & 422minimal travel and o. t. requirements, supporting work/life balancenearby conveniences: kop mall, town center, fitness centers, trails, dining, etc.  please submit your resume and cover letter for consideration to aec president & ceo, david c. brandt, p. e. dbrandt@aeceng. net associated engineering consultants, inc. (aec), based in wayne, pennsylvania, is an established and highly regarded professional services firm. our expertise includes civil, structural, mechanical, electrical, plumbing and fire protection engineering.  we take pride in our diverse range of projects and our reputation as a responsive, thorough, and client- focused organization. most of our team has worked together for more than 20 years, which speaks to the exceptional communication and synergy that we deliver on every assignment. our core experience is in commercial, higher education, health care, institutional, multi-family, residential, retail, athletic, adaptive re-use and historic renovation, primarily throughout the mid-atlantic region. electrical designer / full-time  skills & qualifications:  bachelor's degree in electrical engineering eit preferred, but not required co-op experience with building systems 3-5 years electrical design experience well-versed in electrical power distribution, fire alarm and lighting proficient in autocad and revit familiarity with visual lite software is a plus experience in on-site surveying team player who thrives in a collaborative environment excellent verbal and written communication skills able to develop and maintain strong client relationships",0,42
"digital ic design engineer marvell santa clara, ca  about marvell marvell is empowering the global data economy. whether at the network core or edge, our leadership technologies make it possible for the world’s data to be processed, moved, stored and secured faster and more reliably. with leading intellectual property and deep system-level knowledge, marvell's infrastructure semiconductor solutions are transforming the 5g, cloud computing, enterprise and automotive markets of tomorrow. at marvell, you’ll see your ideas put to work, share in the success of our company, and achieve a healthy life-work balance in a strong culture of corporate citizenship and global semiconductor leadership. if you are ready to excel, innovate, and truly enjoy where you work, apply now for the position detailed below. the opportunity job description we are an ip team looking for design engineer to work on nvme accelerating ips development: work with architect on ip specification and micro architecture. rtl design work with dv engineers on rtl functional verification and debugging emulation/fpga bring-up and validation synthesis and static timing analysis post-silicon debugging with protocol analyzers and other debugging tools responsible individual but also good team player qualifications: bsee with 1-3 years related working experience or msee with related courses work experience or course experience in frontend design flow including rtl coding, functional verification, and synthesis/timing analysis. strong knowledge in high-speed digital circuit design. strong knowledge on one or more of below protocols: pcie, nvme, amba interfaces (axi/ahb/apb) the perks with competitive compensation and great benefits, you will enjoy our workstyle within an incredible culture. we’ll give you all the tools you need to succeed so you can grow and develop with us. for additional information on what it’s like to work at marvell, visit our careers page. your future marvell provides a work environment that promotes employee growth and development. we are searching for an individual who wants to grow with the company and will strive to improve performance. if you are driven, personable, and energetic, there will be additional opportunities for you here at marvell. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status. any applicant who requires a reasonable accommodation during the selection process should contact marvell hr helpdesk at gr-hr-services-americas@marvell. com or 408-222-3604.",1,43
"engineer ii granite construction inc chicago, il  engineer ii (job number: 190001ka)  building a career at granite may be the most valuable thing you could do...  are you interested in the opportunity to work for an industry-leading company that will give you the experience and exposure you need to build your career and personal brand? if so, then you’ve come to the right place!  since 1922, granite construction has continued its long standing commitment to building some of america’s largest infrastructure projects including highways, bridges, dams, rail, and power. recognized as one of the top 25 largest construction companies in the u. s., granite specializes in complex infrastructure projects and provides award-winning construction services in mining, earthwork, water/sewer, power, tunneling, rail, highway and bridge construction. granite also produces construction materials-sand, gravel, ready-mix, recycled asphalt product and asphalt concrete, and is a proven leader in alternative procurement project delivery.  at granite, our employees are our most valued asset and we are passionate about retaining, developing, and recruiting the best talent available. our employees reflect our core values: honesty, integrity, fairness, accountability, consideration of others, pursuit of excellence, reliability safety and citizenship and we are continuously looking for individuals who possess a winning attitude and share our core values. in exchange, we help you build a career that no other company can duplicate. you will be part of a learning culture, where teamwork and collaboration are encouraged, excellence is rewarded, and diversity is respected and valued. add our award winning safety program, ethics, reputation, and a commitment to continuous improvement and you’ll see that we are building more than infrastructure—together, we are building your future.  general summary  the field engineer will assist with the day to day field activities of the gbms team, serving the city of chicago. this individual will be tasked with but not limited to the following: reviewing subcontractor quotations for scope accuracy by comparing to city of chicago task order solicitations or requests for proposal, breaking down scope for subcontractor packages once task order solicitations are received from the owner, attending bid walk-downs and completing job-site visits prior to bid, gathering of subcontractor and supplier proposals, assisting with invoicing and billing paperwork, completing requisitions for procurement of goods and services, attending customer meetings, coordinating subcontractors to ensure timely completion of scope as defined in issued customer task orders, inspection of worksites for safety violations and ensuring that subcontractors are working safely, as well as other work as defined by the senior project manager and the management team.  the field engineer must be a self-starter willing to learn both the office and field side of the business, with a view to grow within the organization as skillset improves by taking on more work and managing more and more difficult tasks as needed.  this position is responsible for efficiently and executing all tasks associated with the successful completion of projects totaling up to $3mm.    essential job accountabilities  1. assist with job controls to ensure compliance with contract, budget, schedule, forecasting and job costing. 2. interpret design/drawings and customer scope of work for craft workers installing material to ensure specifications are followed. 3. research and recommend resolutions to drawing interpretation problems, conflicts, interference, and errors, to verify that all completed work complies with applicable codes, drawing and specifications. 4. prepare and disseminate all required documentation records such as status reports, punch lists describing work items to be done, sketches of work already completed, material requirement calculations, to supervisor to provide accuracy. 5. provide technical support and direction regarding project material controls including delivery dates, construction schedules and design requirements to ensure additional costs are minimized. 6. prepare drawings and sketches to support construction work, change orders, and estimates to meet changing job requirements. 7. provide necessary building control lines and elevations for accurate measurement and correct installation of materials to ensure a quality job. 8. develop job essential data including quantity take-offs, material price lists, labor costs per man hour, and equipment to ensure accurate estimates and bids. 9. research historical data and productivity analysis reports in order to compile summary reports to develop guidelines and precedence for future estimates. 10. maintain files of working documents for back-up to estimating figures to support accuracy of bid submission.   education   bachelor’s degree in mechanical/electrical engineering construction management, business administration, or related field preferred, or equivalent combinations of technical training and related experience.  work experience  0 - 2 years construction estimating support, engineering, field support, or similar experience.  knowledge, skills, and abilities  proficiency with all ms office products (word, excel, powerpoint, project etc.). working knowledge of construction equipment and techniques, drawing and specifications, building materials and required standards applicable to discipline. ability to perform trigonometric calculation either manually or with a calculator. ability to assume responsibility, interface and communicate effectively with others.  physical demands  the physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. while performing the duties of this job, the employee is regularly required to talk and hear. the employee frequently is required to stand, walk, sit and use hands to operate a computer keyboard. the employee is occasionally required to reach with hands and arms. the employee must occasionally lift and/or move up to 50 pounds. specific vision abilities required by this job include close vision, and ability to adjust focus. reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. subject to outside working conditions. at times will be working around large construction equipment, must be safety conscience.  additional requirements/skills  comply, understand, and support corporate safety initiatives to ensure a safe work environment. team playerability and willingness to abide by granite’s code of conduct on a daily basisvalid driver’s license and ability to drive with safe driving recordmulti-tasking capabilitiesorganizational skills requiredwillingness to learn and adjust processes to suit the various customersmust be able to work within all of the city of chicago city limits  about granite construction incorporated  granite construction incorporated is a member of the s&p 400 index and is the parent company of granite construction company, one of the nation's largest heavy civil contractors and construction materials producers. granite construction is an affirmative action/equal opportunity employer of minorities, females, protected veterans, individuals with disabilities and a drug-free workplace. for additional information on applicant/employee rights please click here.  notice to staffing agencies  granite construction, inc. and its subsidiaries (""granite"") will not accept unsolicited resumes from any source other than directly from a candidate. any unsolicited resumes sent to granite, including unsolicited resumes sent to a granite mailing address, fax machine or email address, directly to granite employees, or to granite's resume database will be considered granite property. granite will not pay a fee for any placement resulting from the receipt of an unsolicited resume. granite will consider any candidate for whom an agency has submitted an unsolicited resume to have been referred by the agency free of any charges or fees. agencies must obtain advance written approval from granite's recruiting function to submit resumes, and then only in conjunction with a valid fully-executed contract for service and in response to a specific job opening. granite will not pay a fee to any agency that does not have such agreement in place. agency agreements will only be valid if in writing and signed by granite's human resources representative or his/ her designee. no other granite employee is authorized to bind granite to any agreement regarding the placement of candidates by agencies. area of interest construction primary location us-il-chicago schedule full-time",1,44
"mechanical engineer l3harris technologies camden, nj  description: job title: mechanical engineer job code: mes level job location: camden, nj job description: the position the mechanical engineer will be responsible for both mechanical engineering design and development tasks as well as build, test, and integration support. the mechanical engineer will need to work closely with a cross functional team of engineers from electrical, software, and systems engineering during the design process. responsibilities include but not limited to:  mechanical electronics packaging design for maritime c4isr equipment, build, integration, testing and installation oversight when required  size, weight, thermal and structural, acoustic and design to cost analyses  test plan and procedure development.  process improvement and adoption of new technologies position requirements the successful candidate(s) will possess: 2+ years work experience in engineering field. bachelor’s degree in mechanical engineering or equivalent discipline. knowledge of mechanical engineering design principles and their associated design application. strong technical writing skills u. s. citizenship required. current possession of a u. s. government secret security clearance desired or must possess the ability to obtain and maintain a u. s. government security clearance capable of supporting a flexible work schedule, weekends and off hours as needed based on business requirements experience in the following areas is considered highly beneficial: general mechanical engineering design tool proficiency with ptc creo or equivalent 3d cad software. ability to lead the development and maintenance of hardware parts re-use and proliferation through-out the business.",0,45
"managing engineer (geotechnical engineering) exponent denver, co  exponent is a leading engineering and scientific consulting firm. our multidisciplinary team of scientists, engineers, physicians, and regulatory consultants brings together more than 90 different disciplines to solve complicated problems facing corporations, insurers, government entities, associations and individuals. our approximately 1000 staff members work in 26 offices across the united states and abroad. exponent has over 800 consultants, including more than 500 that have earned a doctorate in their chosen field of specialization.  exponent's civil engineering practice is hiring a managing engineer in our denver, co office. this individual will be responsible for developing and executing geotechnical engineering projects. experience is required with analyzing the performance and failure of geotechnical systems (e. g., foundations, retaining walls, excavation support systems, and slopes), performing the peer reviews of geotechnical systems, evaluating construction claims, and preparing conceptual designs for the repair/restoration of damaged geotechnical systems. this position will provide technically challenging work with excellent opportunities to grow within the firm. candidates should be licensed professional civil engineers, work well in teams and have proven abilities to work with and acquire clients.  qualifications for this position include:  ph. d. in civil engineering specializing in geotechnical engineering from an accredited university with 8 years experience or m. s. in civil engineering specializing in geotechnical engineering from an accredited university plus 10 years experience strong analytical and critical thinking skills demonstrated success in independently developing and managing client relationships attention to detail, dedication to quality and accuracy, desire to work in a fast paced environment proven track record of effective leadership skills strong publication record in peer reviewed journals or conference proceedings; demonstrated leadership or activity in geotechnical professional societies past record of excellent written and verbal communication skills current licensed professional civil engineer in at least one state with ability to become licensed in multiple other states  we are an affirmative action, equal employment opportunity, veterans and disabled employer.  back share apply now",0,46
"entry level – engineer midwest structure engineering west allis, wi  entry level – engineer requirements / qualifications:  duties and responsibilities:  performing design calculations. including building lateral stability and individual component analysis. maintain official job file keeping ensuring documentation exists to protect the company’s interests and ensure job success. communicate, verbally and written with all team members as required on each project.  qualifications:  a minimum of a bachelor’s degree in structural engineering good mathematical, organizational, and time management skills. ability to use good judgment and make independent decisions. skilled in ms office software. proficient with revit, autocad.  midwest structure is an equal opportunity/affirmative action employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability or protected veteran status.",1,47
"soc physical design engineer, sta/timing apple san diego, ca  summary posted: apr 23, 2020 role number:200052294 do you love creating elegant solutions to highly complex challenges? do you intrinsically see the importance in every detail? as part of our silicon technologies group, you’ll help design and manufacture our next-generation, high-performance, power-efficient processor, system-on-chip (soc). you’ll ensure apple products and services can seamlessly handle the tasks that make them beloved by millions. joining this group means you’ll be crafting and building the technology that fuels apple’s devices. together, we enable our customers to do all the things they love with their devices. in this role, you will be responsible for all aspects of timing including, working with designers for timing changes, helping construct/modify flows, timing analysis and timing closure. key qualifications working with design teams to understand and debug constraints, facilitate logic changes to improve timing working with physical design and logic design teams, highlighting issues help create timing eco’s for project tapeout we value the ability to create and maintain scripts and methodologies for analysis and runs document and help with guidelines and specs deep analysis of timing paths to identify key issues is critical implement timing infrastructure good communicator who can accurately describe issues and follow them through to completion. your attention to details will be instrumental to success. description you will have 5-10 years of hands on experience in sta. familiar with timing of large high-performance soc designs in sub-micron technologies. timing margin fundamentals from synthesis to signoff. be proficient in sta and standards for timing closure, and have a deep understanding of noise, cross-talk, and ocv effects, among others. familiar with circuit modeling, including spice models and worst-case corner selection. strong programming skills with perl, tcl. timing flow using industry standard tools. experience with sta on large, complex designs and multi-scenario timing closure. familiarity with eco techniques and implementation. education & experience msee or equivalent is required",0,48
"systems engineer ii - new glenn blue origin kent, wa 98032  description: as part of a small, passionate and accomplished team of experts, you will work on launch vehicles, space vehicles and launch facility systems for the new glenn program. you will work across subsystems and support integrated solutions to achieve our vision of “millions of people living and working in space.” you will support system engineering practices across disciplines predicated to a high degree on your technical skills in one or more areas of analysis, design, or integrated testing. you will develop, allocate, manage, and verify requirements and interfaces using tools like doors next gen and other functional analysis tool sets. your activities may include engagement in conducting trade studies, developing margins for allocations, risk and change management, gated reviews, fault analysis, proposals, test planning, technical performance management, configuration and data management, payload integration, and regulatory compliance. this position will directly impact the history of space exploration and will require your dedicated commitment and detailed attention towards safe and repeatable spaceflight. responsibilities: support vehicle and ground system project leads by carrying out systems engineering activities in accordance with blue origin standards and practices, engaging in tailoring required processes to complete tasks assigned including: requirements decomposition, analysis, traceability, and verification functional and systems analysis, technical performance monitoring, development and maintenance of system analysis documentation, participation in gated design and production reviews, develop and mature concept of operations documents integration and coordination of subsystems analyzing requirements to develop verification strategies demonstrating requirements verification skills on complex, integrated systems qualifications: minimum of a b. s. degree in engineering or other technical field 5+ years of current technical hands-on experience in at least one of the areas: analysis design integrated testing along with current technical hands-on experience in at least one of focused discipline of: fluids thermal propulsion avionics or electrical hardware and/or software structures ground operations flight and/or ground autonomy. flexible mindset system mindset and aptitude team player good communication skills, ability to work effectively in teams good execution and coordination skills some experience in system engineering practices formal or informal must be a u. s. citizen or national, u. s. permanent resident (current green card holder), or lawfully admitted into the u. s. as a refugee or granted asylum. desired: system development/integration experience, preferably with aerospace hardware\ knowledge of current systems engineering and integration tools and methodologies experience with systems engineering tools such as doors next gen experience in reliability, maintainability and operability analysis and execution experience with collaboration tools such as confluence and jira blue origin offers a phenomenal work environment and awesome culture with competitive compensation, benefits, 401k, and relocation.   blue origin is an equal opportunity employer . in addition to eeo being the law, it is a policy that is fully consistent with blue's principles. all qualified applicants will receive consideration for employment without regard to status as a protected veteran or a qualified individual with a disability, or other protected status such as race, religion, color, national origin, sex, sexual orientation, gender identity, genetic information, pregnancy or age. blue origin prohibits any form of workplace harassment.",1,49
"applications engineer bcm controls corporation woburn, ma 01801  bcm controls corporation designs, installs and services integrated security and building automation systems in the greater boston area. bcm consistently delivers optimal customer based integrated systems that control all aspects of building operations such as video surveillance, access control, security, hvac and lighting.  due to our continued growth, we are currently seeking qualified candidates for our access control, security & video surveillance design engineer position located in our woburn, ma office.  the security applications engineer will be assigned to multiple projects working with various project teams and have the responsibility to insure equipment submittals are ready per the project schedule requirements and within the assigned budget. additional responsibilities include:  gathering all technical information to produce project submittals preparing detailed submittal drawings using visio drawing tool per bcm standards including but not limited to riser diagrams, network drawings, control system drawings and equipment detail drawings. preparing all required schedules selecting proper control and field equipment writing, compiling, testing and installing control application programs for security and integrated systems supporting the project manager and construction engineers as required  the security application engineer should be well organized, detail oriented, highly motivated and a quick learner and possess:  understanding of access control systems, security systems and video surveillance systems 1 - 4 years control experience as a security applications engineer, schneider electric systems experience is preferred 3 - 5 years experience with visio or autocad drawing package minimum associates degree in engineering technology 1 - 4 years experience in network administration solid understanding of networking and network topology strong communications skills both written and oral ability to work in a team environment while taking responsibility for individual tasks  in exchange for your expertise and valued contributions, bcm controls offers a competitive benefits plan including an immediate company matched 401(k) plan, an incentive plan and a work environment where innovation, problem solving and technical aptitude are recognized and rewarded.  bcm controls corporation is an equal opportunity employer.",0,50
"integrated electric vehicle and grid infrastructure modeling and data researcher ii national renewable energy laboratory golden, co 80401  posting title integrated electric vehicle and grid infrastructure modeling and data researcher ii . location co - golden . position type regular . hours per week 40 . job description working within the center for integrated mobility sciences and as part of the advanced vehicle and charging infrastructure group, this position will develop new and innovative models, tools, datasets, methods and approaches to analyze key infrastructure and vehicle usage data to characterize and optimize the operation and charging of electric vehicles within existing and future charging infrastructure. the successful candidate will use existing tools such as the electric vehicle infrastructure projection tool (evi-pro) modeling tool, our future automotive systems technology simulator (fastsim) as well as other tools such along with large datasets such as nrel’s fleet dna or the transportation secure data center as we strive to analyze and model local and regional electric vehicle (ev) charging scenarios. this position will work in collaboration with nrel’s ev and grid power researchers as well as other government research, academic and industry partners to help optimize the value and opportunity of evs for the private and fleet ev owners as well as the utility industry. the team is looking for a researcher with a passion for understanding and analyzing big data, consumer behavior, ev and ev charging operations as well as other advanced vehicles and transportation systems to join their growing team. because this is an emerging research area, we are interested in applicants from a broad background including those with experience in ev infrastructure planning, computational science, micro-grid design and control, distribution system planning, power electronics, and geographical information systems. previous experience with technologies such as demand response, wind energy, solar energy, concentrating solar energy, distributed generation, and energy storage, as well as systems integration issues is a major plus. this position will require the successful candidate to participate in the development and execution of models, analysis of results, and publication of results in written reports and spoken presentations. successful candidates will have a background and expertise in one or more of the following topics: demonstrated experience in solving numerical scientific or engineering problems that require very large datasets using programming languages such as r, python/pandas, matlab, sql, qgis and/or c++ familiarity with statistical analysis skills and methods such as time series, imputation, logistic and ordinary least squares (ols) and exploratory data analysis (eda) familiarity with machine learning using approaches such as neural networks and recurring neural networks, decision tree and ensemble methods ability to perform various types of geoprocessing, through user interface and by programmatic methods exposure to concepts and methods commonly used in electricity markets, power systems modeling, electric vehicle powertrain modelling, other relevant engineering systems modeling. exceptional written and spoken communication skills. . basic qualifications master's degree in electrical engineering, systems engineering, or related field.   or, bachelor's degree in electrical engineering, systems engineering, or related field, and 2 or more years of relevant experience. . additional required qualifications preferred qualifications preferred candidates will have k nowledge of and experience with hybrid and electric vehicle technologies, such as high voltage batteries, inverters, and chargers; as well as knowledge of grid and electric vehicle supply equipment (evse) and back-office networks necessary for integrated ev-grid operation. further, preferred candidates will have qualifications in any of the following categories: demonstrated interaction with cross-disciplinary research team and external stakeholders. prior work or academic experience on topics relating to customer adoption or customer operation of distributed energy resources and/or electric vehicles experience developing statistical, machine-learning based, and/or agent-based models knowledge or experience with analytics and data science tools and skills such as weka, sas, a/b testing, power bi, and survival analysis prior work or academic experience on topics relating to behavioral, economic, and regulatory aspects of distributed energy resources . submission guidelines please note that in order to be considered an applicant for any position at nrel you must submit an application form for each position for which you believe you are qualified. applications are not kept on file for future positions. please include a cover letter and resume with each position application. . eeo policy nrel is an equal opportunity/affirmative action employer. all qualified applicants will receive consideration for employment without regard basis of age (40 and over), color, disability, gender identity, genetic information, marital status, military or veteran status, national origin/ancestry, race, religion, creed, sex (including pregnancy, childbirth, breastfeeding), sexual orientation, and any other applicable status protected by federal, state, or local laws. eeo is the law | pay transparency nondiscrimination | reasonable accommodations e -verify www. dhs. gov/e-verify |for information about right to work, click here for english or here for spanish. e-verify is a registered trademark of the u. s. department of homeland security. this business uses e-verify in its hiring practices to achieve a lawful workforce.",1,51
"mechanical engineer spin electric scooters san francisco, ca  our team consists of people that are passionate about creating finely polished and intuitive experiences and, at the same time, obsess over performance and reliability of what we build. we challenge the status quo and strive towards finding the best way to solve problems. we work in very small groups to keep processes and overhead low, so we have a lot of trust and accountability to perform the work required to build the best product. responsibilities develop new vehicles and new features for existing vehicles imagine and then create the features and products that would make your scooter experience better take projects from concept to full deployment collaborate with electrical engineers to develop scooter controls and scooter peripherals work with electrical engineers, industrial designers and manufacturers to deliver beautiful products change the future of transportation qualifications bachelor's degree and 5+ years experience or 3+ years of experience with a master's degree must be creative proficient with solidworks must be organized flexible, able to adapt projects to changing industry needs excellent communication skills and a team player ability to travel 25% of the year experience with: injection molded plastic parts die cast parts extruded aluminum parts welded assemblies managing suppliers product development from concept to mass production basic failure modes and effects analysis (fmea) thermal/cfd simulations a plus",0,52
"sde, alexa artificial intelligence -- new initiative amazon. com services llc seattle, wa  bachelor's degree in electrical engineering, computer science, mathematics, or related technical field5+ year experience with programming languages such as c/c++, java, perl or python and open-source technologies (apache, hadoop)5+ year experience with oo design and common design pattern5+ year experience with data structures, algorithm design, problem solving, and complexity analysis  we're building jarvis (yes, an artificial intelligence that assists iron man) - smart, instantly familiar, and personal - assistant for every alexa customer. the artificial intelligence team is looking for exceptional engineers to be part of a world class team changing the way people develop interact with digital personal assistants anytime and anywhere.  you should be somebody who is passionate about customers, and running highly available distributed platform on the internet. you must enjoy a close-knit team environment of shared responsibility. the ideal candidate will have experience in deep neural networks, and will have developed highly available systems (four nines) over the course of their career.  as part of the team you will: green-field opportunity to create the artificial intelligence platform behind alexa!design and build systems that scale across millions of active users and devices. be in charge of the complete software development lifecycle; defining, prioritizing, designing, building, and testing new features. learn what it takes to grow and operate a global business at our scale. provide services that are core to all modern internet businesses.  graduate degree (ms or phd) in electrical engineering, computer sciences, mathematics, or related technical fieldexperience developing cloud software services and an understanding of design for scalability, performance and reliabilityexperience defining system architectures and exploring technical feasibility trade-offsexperience optimizing for short term execution while planning for long term technical capabilitiesability to prototype and evaluate applications and interaction methodologiesability to produce code that is fault-tolerant, efficient, and maintainableacademic and/or industry experience with standard ai and ml techniques, nlu and scientific thinkingexperience working effectively with science, data processing, and software engineering teamsability and willingness to multi-task and learn new technologies quicklywritten and verbal technical communication skills with an ability to present complex technical information in a clear and concise manner to a variety of audiences amazon is an equal opportunity employer – minority / women / disability / veteran / gender identity / sexual orientation / age.",1,53
"manufacturing engineer technician/service engineer hitachi chemical diagnostics mountain view, ca  interested candidates may submit their resume or cv to: hitachi chemical diagnostics 630 clyde court mountain view, ca 94043 fax: 650.969.2745 email: careers@hcdiagnostics. com title: manufacturing engineer technician/service engineer reports to: manufacturing engineer / supervisor department: manufacturing engineering/r&d status: non-exempt general summary/objective (purpose of position) the manufacturing engineer technician/service engineer position is located in mountain view, ca. this position will use current good manufacturing practices to perform a variety of preventative maintenance activities as defined per controlled documents, diagnose and repair instrumentation and provide facilities support. work is generally performed in a manufacturing environment. the manufacturing engineer technician/service engineer is responsible for maintaining a clean work environment; to comply with regulatory requirements, good manufacturing practices and standard operating procedures. this position will receive general instructions for routine work and may be exposed to hazardous chemicals and loud noises. essential duties and responsibilities install hcd instrumentation. off site and onsite diagnose and repair of hcd instrumentation. off site and onsite support maintenance of stand-by generator and security system respond in a timely manner to manufacturing needs. repair, maintain, operate, and troubleshoot production and test equipment. write and revise standard operating procedures for the maintenance of manufacturing equipment support preventative maintenance program for manufacturing equipment and ensure preventative maintenance is kept on schedule and documented. perform preventative maintenance of hcd instrumentation. off site and onsite provide facilities support by problem evaluation and corrective action assist in design of prototype machinery, including assisting in the validation of equipment and tools in manufacturing maintain inventory of supplies and spare parts train manufacturing personnel to operate equipment be on the contact list for the security company in an emergency support projects, as necessary position requirements (knowledge, skills and abilities required to perform satisfactorily in the position) working knowledge of cgmp requirements ability to perform installation of hcd instrumentation. off site and on site ability to perform preventative maintenance of hcd instrumentation. off site and on site ability to perform diagnosis and repair of hcd instrumentation. off site and on site ability to travel (domestically and internationally) strong documentation skills ability to follow instructions and communicate clearly and concisely in english working knowledge and experience with pc and ms applications basic reading, writing, arithmetic (adding, subtracting, multiplying and dividing), and critical-thinking skills detail oriented, with good mechanical skills ability to lift up to 50 pounds education and experience high school diploma (or equivalent) required, college preferred 2 years experience in a cgmp manufacturing environment of the biotech or pharmaceutical industries or equivalent (preferred) supervisory responsibility n/a work environment manufacturing environment loud noises (occasional) potential exposure to hazardous chemicals. travel to customer sites physical demands frequently lift up to 15 pounds frequent use of hands (for up to 3 hours at a time and up to 8 hours total in a day) long periods of standing (continuously for up to 3 hours at a time and up to 8 hours total in a day) ability to move and lift up to 50 pounds on occasion must wear protective equipment such as safety shoes, safety glasses, laboratory coats, hairnets, hard hats, face shields and any relevant equipment as required position type and expected hours of work full-time. must be able to work flexible schedules (including nights, weekends, overtime) as needed. travel demands up to 25% of time. other duties  please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. duties, responsibilities and activities may change at any time with or without notice. additional information affirmative action plan/equal employer opportunity (aap/eeo) statement  hitachi chemical diagnostics, inc. provides equal employment opportunities (eeo) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. in addition to federal law requirements, hitachi chemical diagnostics, inc. complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. this policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. disclaimer  the above statements are intended to describe the general nature and level of the work being performed by people assigned to this work. this is not an exhaustive list of all duties and responsibilities. hitachi management reserves the right to amend and change responsibilities to meet business and organizational needs as necessary.",1,54
