Description,Rating,SortKey
"manufacturing engineer lockheed martin corporation moorestown, nj 08057  responsibilities include assisting in establishing flow in production and a focus on change and process improvement. additional tasks include, design of tooling, writing floor documentation, purchase of capital equipment, development of assembly processes, and training of equipment operators. position requires the ability to set up new processes based on engineering protoypes and transition to production ready processes. basic qualifications: knowledge of lean concepts including flow. manufacturing transition to production. personal computer skills including standard microsoft office programs. familiarity with tool design concepts. able to write concise, complete process instructions. ability to work and communicate with design engineering, procurement, program management office and manufacturing personnel. experience with engineering development models. candidate must be able to obtain an interim dod secret security clearance prior to starting this position. obtaining a clearance requires us citizenship. desired skills: experience with process flows for development of antennas, cabinets, chassis/analog and power supply assemblies. solumina: manufacturing execution system (mes) process development experience. bs in mechanical engineering or equivalent preferred. basic qualifications: job. qualifications  lockheed martin is an equal opportunity/affirmative action employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status. join us at lockheed martin, where your mission is ours. our customers tackle the hardest missions. those that demand extraordinary amounts of courage, resilience and precision. they’re dangerous. critical. sometimes they even provide an opportunity to change the world and save lives. those are the missions we care about.  as a leading technology innovation company, lockheed martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. lockheed martin has employees based in many states throughout the u. s., and internationally, with business locations in many nations and territories. experience level: experienced professional",-1,26
"fluid dynamic analyst belcan kent, wa  a fluid dynamic analyst job in kent, wa is currently available through one of belcan""s top aerospace customers. this position is intended to support project fluid dynamic analyst leads by performing three dimensional internal fluid dynamic analysis using cfd. to be considered for this role, you will have a b. s. degree in mechanical or aerospace engineering, plus a minimum of 5 years of experience in the fields of fluids, thermal, or thermodynamics. u. s. citizenship or permanent residency (green card holder) is required.  fluid dynamic analyst job duties:  typical problems of interest include turbo-machinery components and combustion devices components (valves, manifolds, seals, and combustion chambers). these are compressible and in-compressible high reynolds number problems. liquid rocket modeling is a fluid dynamic problem rich opportunity, so if you love fluid dynamics you will enjoy this position.  qualifications:  experience with turbo-machinery steady and unsteady models. experience uses high performance cfd solvers with large multi-processor models so experience with large cfd unix based modeling. experience with cfd++ and/or crunch cfd software is helpful experience with pointwise and ensight pre & post processing tools.  if you are interested in this thermal/fluids analyst job in kent, wa, please apply via the link provided. belcan is a global supplier of engineering, technical recruiting, and it services to customers in the aerospace, industrial, and government sectors. belcan engineers better outcomes through adaptive and integrated services-from jet engines, airframe, and avionics to heavy vehicles, chemical processing, and cybersecurity. belcan takes a partnering approach to provide customer-driven solutions that are flexible, scalable, and cost-effective. our unique capabilities have led to continuous growth and success for nearly 60 years. we are a team-driven equal opportunity employer committed to workforce diversity.",1,27
"digital ic design engineer draper cambridge, ma  overview draper is an independent, nonprofit research and development company headquartered in cambridge, ma. the 1,700 employees of draper tackle important national challenges with a promise of delivering successful and usable solutions. from military defense and space exploration to biomedical engineering, lives often depend on the solutions we provide. our multidisciplinary teams of engineers and scientists work in a collaborative environment that inspires the cross-fertilization of ideas necessary for true innovation. for more information about draper, visit www. draper. com.  our work is very important to us, but so is our life outside of work. draper supports many programs to improve work-life balance including workplace flexibility, employee clubs ranging from photography to yoga, health and finance workshops, off site social events and discounts to local museums and cultural activities. if this specific job opportunity and the chance to work at a nationally renowned r&d innovation company appeals to you, apply now www. draper. com/careers.  equal employment opportunity draper is committed to creating a diverse environment and is proud to be an affirmative action and equal opportunity employer. we understand the value of diversity and its impact on a high-performance culture. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, disability, age, sexual orientation, gender identity, national origin, veteran status, or genetic information.  draper is committed to providing access, equal opportunity and reasonable accommodation for individuals with disabilities in employment, its services, programs, and activities. to request reasonable accommodation, please contact hr@draper. com. responsibilities we are seeking a talented engineer to join the digital design team at draper. the successful candidate will contribute to fpga & asic development including design, synthesis, verification, validation, test & support. candidate must have experience using high level design, simulation and verification tools and be familiar with process flows supporting design and verification for digital asic / fpga efforts. proficiency with asic and soc design and development process flows is preferred. preference will be given to candidates with an understanding of hardware security, signal or image processing, filter design, machine learning and algorithm implementation in hardware. qualifications the ideal candidate must be a self-starter and have good technical presentation skills. experience with digital design is required. minimum bsee, msee preferred.  this position will require the ability to obtain a us security clearance. main requirement for a security clearance is us citizenship.",-1,28
"fluid dynamic analyst belcan kent, wa  a fluid dynamic analyst job in kent, wa is currently available through one of belcan""s top aerospace customers. this position is intended to support project fluid dynamic analyst leads by performing three dimensional internal fluid dynamic analysis using cfd. to be considered for this role, you will have a b. s. degree in mechanical or aerospace engineering, plus a minimum of 5 years of experience in the fields of fluids, thermal, or thermodynamics. u. s. citizenship or permanent residency (green card holder) is required.  fluid dynamic analyst job duties:  typical problems of interest include turbo-machinery components and combustion devices components (valves, manifolds, seals, and combustion chambers). these are compressible and in-compressible high reynolds number problems. liquid rocket modeling is a fluid dynamic problem rich opportunity, so if you love fluid dynamics you will enjoy this position.  qualifications:  experience with turbo-machinery steady and unsteady models. experience uses high performance cfd solvers with large multi-processor models so experience with large cfd unix based modeling. experience with cfd++ and/or crunch cfd software is helpful experience with pointwise and ensight pre & post processing tools.  if you are interested in this thermal/fluids analyst job in kent, wa, please apply via the link provided. belcan is a global supplier of engineering, technical recruiting, and it services to customers in the aerospace, industrial, and government sectors. belcan engineers better outcomes through adaptive and integrated services-from jet engines, airframe, and avionics to heavy vehicles, chemical processing, and cybersecurity. belcan takes a partnering approach to provide customer-driven solutions that are flexible, scalable, and cost-effective. our unique capabilities have led to continuous growth and success for nearly 60 years. we are a team-driven equal opportunity employer committed to workforce diversity.",1,29
"corrosion control engineer stv philadelphia, pa 19103  corrosion control engineer  build your career at stv at stv, we not only tackle world-class projects, we also develop employee skills, recognize achievements and offer opportunities for advancement. so, if you’re looking for a rewarding position working for an industry leader, then stv is the place for you. we are a well-respected aec firm with 40 offices throughout the us and 2,400 employees. grow at stv life is an ongoing learning experience, and we want you to continue to grow here at stv. we offer several programs and benefits, from professional development seminars, tuition reimbursement program, a career development program, online education initiatives, and much more to help you expand your knowledge and develop your skills, so you can take your career to the next level with stv. take care of your personal & financial health with a wide range of competitive benefit programs, we are committed to helping employees be personally and financially healthy and productive.  stv is currently seeking a corrosion control engineer in los angeles, but the office location is flexible and could be located near any stv office. this position will work in our transportation and infrastructure division and is an excellent opportunity to work on a variety of projects in different capacities. you will get the chance to design, test and have a mix of both office and field work on large transportation projects. responsibilities: develop, sign, and seal engineering plans, specifications and designs for grounding and bonding as well as cathodic protection. preparation of requirements and procedures for the performance and data analysis of field tests on cathodic protections systems as well as dynamic dc transit stray current mitigation perform field testing, inspections and reports for transit and cathodic protection builds and maintains corrosion control engineering programs for electrified transit and cathodic protection projects. prepare and present regular reports to the client to address issues, concerns and progress of all corrosion projects. maintain management of all project with financials, project updates presentations to clients for design and cathodic protection projects. required skills: bachelor of science degree in engineering. current professional engineering (pe) license and active registration in the us. a minimum of 8 years of experience in corrosion control and cathode protection and nace specialist certification (cp specialist and/or corrosion specialist preferred). strong communication skills and ability to work with others, including multidisciplinary staff in different offices. skilled in writing clear, concise, and logical design engineering documents. proficient at using microsoft word, excel, access, bluebeam revu and powerpoint software programs. desired skills: ability to work with limited supervision maintain clear and concise adherence to company procedures and policies",-1,30
"fluid dynamic analyst belcan kent, wa  a fluid dynamic analyst job in kent, wa is currently available through one of belcan""s top aerospace customers. this position is intended to support project fluid dynamic analyst leads by performing three dimensional internal fluid dynamic analysis using cfd. to be considered for this role, you will have a b. s. degree in mechanical or aerospace engineering, plus a minimum of 5 years of experience in the fields of fluids, thermal, or thermodynamics. u. s. citizenship or permanent residency (green card holder) is required.  fluid dynamic analyst job duties:  typical problems of interest include turbo-machinery components and combustion devices components (valves, manifolds, seals, and combustion chambers). these are compressible and in-compressible high reynolds number problems. liquid rocket modeling is a fluid dynamic problem rich opportunity, so if you love fluid dynamics you will enjoy this position.  qualifications:  experience with turbo-machinery steady and unsteady models. experience uses high performance cfd solvers with large multi-processor models so experience with large cfd unix based modeling. experience with cfd++ and/or crunch cfd software is helpful experience with pointwise and ensight pre & post processing tools.  if you are interested in this thermal/fluids analyst job in kent, wa, please apply via the link provided. belcan is a global supplier of engineering, technical recruiting, and it services to customers in the aerospace, industrial, and government sectors. belcan engineers better outcomes through adaptive and integrated services-from jet engines, airframe, and avionics to heavy vehicles, chemical processing, and cybersecurity. belcan takes a partnering approach to provide customer-driven solutions that are flexible, scalable, and cost-effective. our unique capabilities have led to continuous growth and success for nearly 60 years. we are a team-driven equal opportunity employer committed to workforce diversity.",1,31
"field service engineer - industrial automation proautomated inc. san diego, ca  overview traveling, meeting customers, hands-on troubleshooting, and working with a great team. our industrial automation team is the fastest growing part of our company as a result of e-commerce and data centers. we're looking for people who think critically, communicate effectively, and love seeing a project to completion. you'll be traveling regionally and across the country, doing programming and troubleshooting of systems and more. is your inner child screaming yet? a job where you get to keep moving around, programming smart equipment and fixing things is right in front of you! this is a terrific opportunity for someone looking to have a fresh start in a new industry, or continue to build a career. military/veteran friendly employer. when surveyed, our military/veteran employees overwhelmingly valued having a job with a sense of purpose, traveling, and appreciated the high standards/expectations of our work. offering: paid training laptop, iphone, and ipad provided for use $12,000 dedication bonus after 3 years of employment full benefits (health, dental, life, matching 401k) vacation time upon completion of training & ""take-as-you-need-it""-vacation after 18 months of employment catastrophe fund to aid proa employees impacted by major events a private company that listens to employees and takes their suggestions seriously candidate requirements: two or four-year degree (technical field preferred) or three+ years of technical field service required desire to travel - you could be away from home for up to 2 weeks at a time must live, or be willing to relocate to, within 30 miles of a major airport excellent written and verbal communication skills project management experience for project lengths between 1 week and 6 months ability to think clearly and logically through complex situations comfortable adapting to same-day and next-day changes to project scope and location plc experience a plus must be authorized to work in the us for us positions what you will be doing: setting up industrial automation systems in e-commerce distribution centers and data centers ensuring systems are installed correctly (sensors & equipment are properly calibrated) addressing and solving problems with confidence simple field programming & testing training customer on how to operate the system learning, growing and traveling interested in finding out more about proautomated? we sure hope so! please visit the about us page of our website. principals only. recruiters, please don't contact this job poster. do not contact us with unsolicited services or offers. watch below to get a sense of how your adventure with proautomated begins:  jfwzulg0xr",-1,32
"fluid dynamic analyst belcan kent, wa  a fluid dynamic analyst job in kent, wa is currently available through one of belcan""s top aerospace customers. this position is intended to support project fluid dynamic analyst leads by performing three dimensional internal fluid dynamic analysis using cfd. to be considered for this role, you will have a b. s. degree in mechanical or aerospace engineering, plus a minimum of 5 years of experience in the fields of fluids, thermal, or thermodynamics. u. s. citizenship or permanent residency (green card holder) is required.  fluid dynamic analyst job duties:  typical problems of interest include turbo-machinery components and combustion devices components (valves, manifolds, seals, and combustion chambers). these are compressible and in-compressible high reynolds number problems. liquid rocket modeling is a fluid dynamic problem rich opportunity, so if you love fluid dynamics you will enjoy this position.  qualifications:  experience with turbo-machinery steady and unsteady models. experience uses high performance cfd solvers with large multi-processor models so experience with large cfd unix based modeling. experience with cfd++ and/or crunch cfd software is helpful experience with pointwise and ensight pre & post processing tools.  if you are interested in this thermal/fluids analyst job in kent, wa, please apply via the link provided. belcan is a global supplier of engineering, technical recruiting, and it services to customers in the aerospace, industrial, and government sectors. belcan engineers better outcomes through adaptive and integrated services-from jet engines, airframe, and avionics to heavy vehicles, chemical processing, and cybersecurity. belcan takes a partnering approach to provide customer-driven solutions that are flexible, scalable, and cost-effective. our unique capabilities have led to continuous growth and success for nearly 60 years. we are a team-driven equal opportunity employer committed to workforce diversity.",1,33
"lead geotechnical engineer aecom oakland, ca 94606  the aecom oakland california geo-engineering department has an immediate need for an experienced, energetic lead geotechnical engineer to take on a leadership role in our geotechnical engineering practice. the candidate will have the opportunity to direct projects for a variety of facilities including dams, pipelines, tunnels, levees, bridges, refineries, and building structures and coordinate with a broad range of other disciplines within aecom.  the candidate should have experience in supervising and training staff in geotechnical investigations, analyses, reporting, and construction observation. business development for existing and new clients will be an integral part of the position.  responsibilities for this position include but are not limited to:  ​  + project management – tracking scope, schedule and budget  + business development for new and existing clients  + preparing engineering services proposals, cost estimates, and schedules  + preparing project work plans and health and safety plans  + providing technical support to geotechnical projects  + overseeing and preparing engineering reports and documentation  + reviewing engineering reports and documentation prepared by junior staff  + ensuring the quality of project deliverables  + mentoring and technical development of junior staff  + performing independent technical reviews  minimum requirements  + bachelor’s degree in civil engineering  + 10+ years of relevant professional experience  + california pe registration  + experience planning and directing geotechnical investigations  + thorough knowledge of foundation engineering including shallow and deep foundations, earthwork, slope stability  + working knowledge of relevant building code provisions  + strong commitment to ensuring safe project execution  + must possess a valid driver's license  + local travel required  + due to the nature of this work, qualified applicants who are offered a position must pass a pre-employment substance abuse test  preferred qualifications  + master’s degree or phd in civil engineering  + experience working on water resources projects  + experience working in refinery or other industrial sites  + geotechnical california ge registration  + experience working with local permitting jurisdictions  + osha 40 hour hazwoper trained  what we offer  when you join aecom, you become part of a company that is pioneering the future . our teams around the world are involved in some of the most cutting-edge and innovative projects and programs of our time, addressing the big challenges of today and shaping the built environment for generations to come. we ensure a workplace that encourages growth, flexibility and creativity, as well as a company culture that champions inclusion, diversity and overall employee well-being through programs supported by company leadership. our core values define who we are, how we act and what we aspire to, which comes down to not only delivering a better world , but working to “make amazing happen” in each neighborhood, community and city we touch. as an equal opportunity employer, we believe in each person’s potential, and we’ll help you reach yours.",-1,34
"fluid dynamic analyst belcan kent, wa  a fluid dynamic analyst job in kent, wa is currently available through one of belcan""s top aerospace customers. this position is intended to support project fluid dynamic analyst leads by performing three dimensional internal fluid dynamic analysis using cfd. to be considered for this role, you will have a b. s. degree in mechanical or aerospace engineering, plus a minimum of 5 years of experience in the fields of fluids, thermal, or thermodynamics. u. s. citizenship or permanent residency (green card holder) is required.  fluid dynamic analyst job duties:  typical problems of interest include turbo-machinery components and combustion devices components (valves, manifolds, seals, and combustion chambers). these are compressible and in-compressible high reynolds number problems. liquid rocket modeling is a fluid dynamic problem rich opportunity, so if you love fluid dynamics you will enjoy this position.  qualifications:  experience with turbo-machinery steady and unsteady models. experience uses high performance cfd solvers with large multi-processor models so experience with large cfd unix based modeling. experience with cfd++ and/or crunch cfd software is helpful experience with pointwise and ensight pre & post processing tools.  if you are interested in this thermal/fluids analyst job in kent, wa, please apply via the link provided. belcan is a global supplier of engineering, technical recruiting, and it services to customers in the aerospace, industrial, and government sectors. belcan engineers better outcomes through adaptive and integrated services-from jet engines, airframe, and avionics to heavy vehicles, chemical processing, and cybersecurity. belcan takes a partnering approach to provide customer-driven solutions that are flexible, scalable, and cost-effective. our unique capabilities have led to continuous growth and success for nearly 60 years. we are a team-driven equal opportunity employer committed to workforce diversity.",1,35
"lead geotechnical engineer aecom oakland, ca 94606  the aecom oakland california geo-engineering department has an immediate need for an experienced, energetic lead geotechnical engineer to take on a leadership role in our geotechnical engineering practice. the candidate will have the opportunity to direct projects for a variety of facilities including dams, pipelines, tunnels, levees, bridges, refineries, and building structures and coordinate with a broad range of other disciplines within aecom.  the candidate should have experience in supervising and training staff in geotechnical investigations, analyses, reporting, and construction observation. business development for existing and new clients will be an integral part of the position.  responsibilities for this position include but are not limited to:  ​  + project management – tracking scope, schedule and budget  + business development for new and existing clients  + preparing engineering services proposals, cost estimates, and schedules  + preparing project work plans and health and safety plans  + providing technical support to geotechnical projects  + overseeing and preparing engineering reports and documentation  + reviewing engineering reports and documentation prepared by junior staff  + ensuring the quality of project deliverables  + mentoring and technical development of junior staff  + performing independent technical reviews  minimum requirements  + bachelor’s degree in civil engineering  + 10+ years of relevant professional experience  + california pe registration  + experience planning and directing geotechnical investigations  + thorough knowledge of foundation engineering including shallow and deep foundations, earthwork, slope stability  + working knowledge of relevant building code provisions  + strong commitment to ensuring safe project execution  + must possess a valid driver's license  + local travel required  + due to the nature of this work, qualified applicants who are offered a position must pass a pre-employment substance abuse test  preferred qualifications  + master’s degree or phd in civil engineering  + experience working on water resources projects  + experience working in refinery or other industrial sites  + geotechnical california ge registration  + experience working with local permitting jurisdictions  + osha 40 hour hazwoper trained  what we offer  when you join aecom, you become part of a company that is pioneering the future . our teams around the world are involved in some of the most cutting-edge and innovative projects and programs of our time, addressing the big challenges of today and shaping the built environment for generations to come. we ensure a workplace that encourages growth, flexibility and creativity, as well as a company culture that champions inclusion, diversity and overall employee well-being through programs supported by company leadership. our core values define who we are, how we act and what we aspire to, which comes down to not only delivering a better world , but working to “make amazing happen” in each neighborhood, community and city we touch. as an equal opportunity employer, we believe in each person’s potential, and we’ll help you reach yours.",-1,36
"operations innovation & equipment engineer jack in the box | jack in the box, inc. san diego, ca 92123  position summary  responsible for delivering complex projects related to the innovation of cooking, refrigeration and beverage equipment that maximize efficiency and throughput and that drive the future growth of jack in the box. responsible for providing technical leadership in the design, modeling, optimization, development and/or implementation of new operating systems, processes and equipment.  key duties/responsibilities:  develops and executes multiple strategic operation initiatives from concept phase and prototyping through national launch and implementation. completes functional requirements, specifications, installation, training and documentation related to beverage systems (water filtration, dispensers, ice makers), holding systems (refrigeration and heated holding), smallwares, cooking platforms and product development. ensures objectives are met on time and on budget. applies engineering concepts, techniques, analysis and decision tools to assist with creation and implementation of processes and equipment to improve restaurant operations, to achieve improved throughput and service. identifies and eliminates inefficiencies and non-value added tasks and insures the maximum and efficient utilization of resources. conducts business analyses with the use of discrete event simulation modeling software, leading to the optimization of operating procedures and process efficiency improvements. provides technical support and makes recommendations to leadership on the impact that different operational scenarios (hold/cook times, speed of service, etc.) will have on the business. analyzes and assesses other various operational changes that can also affect the business, e. g., drive through size, new equipment, etc. interprets and addresses inquiries from project managers, facility services technicians and restaurant managers relating to new and existing kitchen designs; provides feedback on implementing changes to the management. makes recommendations to other departments and implements changes to kitchen layouts and equipment that are required due to menu changes and code requirements. drives continuous process improvement to optimize operational efficiency, cost savings, productivity, speed, ergonomics and reliability. monitors success of ongoing process updates, identifies opportunities for improvement and drives innovative solutions. maintains equipment standards documentation for jack in the box.  with limited supervision, collaborates with cross-functional teams and provides strategic support to ensure projects are delivered. partners with supply chain to develop project timelines and operational design changes. works with suppliers and travels to test markets to collect information and provide feedback to restaurants. works to understand whether or not each program is being executed as designed.  qualifications:  education - bachelor's degree in engineering (mechanical, electrical, agricultural, industrial or chemical) or related field. masters degree preferred. experience - minimum of 4 years of engineering experience, preferably in food production or food service.  skills/knowledge/abilities experience with equipment automation, connectivity, and communication protocols. working knowledge of refrigeration and thermodynamic fundamentals. demonstrated project management skills, with proven success of project delivery. excellent oral and written communication skills, presentation skills, and interpersonal skills. ability to influence stakeholders; ability to have productive conflict and communication at all levels to drive desired outcomes. strong organizational skills, with ability to work independently, multi-task, and adapt to change in a complex, fast-paced, and deadline-driven environment. proficient in microsoft office suite demonstrates integrity and ethical behavior.  physical requirements - ability to speak/hear clearly in person and on the telephone. ability to operate a computer (pc, tablet, etc). . ability to travel to restaurants and other locations approximately 15% - 25% of time as business needs require  brand: jack in the box  address: 9357 spectrum center blvd. san diego, ca - 92123  property description: jack in the box corporate  property number: xx9101",1,37
"technical development research associate / engineer roche south san francisco, ca  job description: within the purification department this team member will develop, characterize, validate and implement recombinant protein and novel therapeutic purification processes from laboratory to manufacturing scale. the team member will interact with engineers and scientists within the pharma technical development organization as well as collaborate with members from manufacturing and quality. the candidate will also be responsible for new technology development and process optimization as it benefits current and future purification platforms. job requirements: the ideal candidate will be highly motivated and comfortable working in a fast-paced laboratory environment. a general understanding of recombinant protein purification techniques (e. g. centrifugation, ultrafiltration, normal flow filtration and chromatography) is required. independent execution of laboratory experiments and lab maintenance activities and interpretation of data with moderate to minimal guidance is required. the candidate should possess organizational and problem solving skills with a focus on details and results. the candidate must have excellent communication and time management skills, must be a strong team player, and have the ability to operate in a flexible and dynamic environment. hands-on experience with akta chromatography and filtration systems are desirable. programming experience is desirable, but not required. job qualifications: bs/ms in chemical engineering, biochemical engineering, biochemistry, or equivalent a minimum of 2 years experience in the healthcare, biotech, pharmaceutical industry. #li-dl1 #ptcareers roche is an equal opportunity employer. technical development, technical development > technical r&d",-1,38
"operations innovation & equipment engineer jack in the box | jack in the box, inc. san diego, ca 92123  position summary  responsible for delivering complex projects related to the innovation of cooking, refrigeration and beverage equipment that maximize efficiency and throughput and that drive the future growth of jack in the box. responsible for providing technical leadership in the design, modeling, optimization, development and/or implementation of new operating systems, processes and equipment.  key duties/responsibilities:  develops and executes multiple strategic operation initiatives from concept phase and prototyping through national launch and implementation. completes functional requirements, specifications, installation, training and documentation related to beverage systems (water filtration, dispensers, ice makers), holding systems (refrigeration and heated holding), smallwares, cooking platforms and product development. ensures objectives are met on time and on budget. applies engineering concepts, techniques, analysis and decision tools to assist with creation and implementation of processes and equipment to improve restaurant operations, to achieve improved throughput and service. identifies and eliminates inefficiencies and non-value added tasks and insures the maximum and efficient utilization of resources. conducts business analyses with the use of discrete event simulation modeling software, leading to the optimization of operating procedures and process efficiency improvements. provides technical support and makes recommendations to leadership on the impact that different operational scenarios (hold/cook times, speed of service, etc.) will have on the business. analyzes and assesses other various operational changes that can also affect the business, e. g., drive through size, new equipment, etc. interprets and addresses inquiries from project managers, facility services technicians and restaurant managers relating to new and existing kitchen designs; provides feedback on implementing changes to the management. makes recommendations to other departments and implements changes to kitchen layouts and equipment that are required due to menu changes and code requirements. drives continuous process improvement to optimize operational efficiency, cost savings, productivity, speed, ergonomics and reliability. monitors success of ongoing process updates, identifies opportunities for improvement and drives innovative solutions. maintains equipment standards documentation for jack in the box.  with limited supervision, collaborates with cross-functional teams and provides strategic support to ensure projects are delivered. partners with supply chain to develop project timelines and operational design changes. works with suppliers and travels to test markets to collect information and provide feedback to restaurants. works to understand whether or not each program is being executed as designed.  qualifications:  education - bachelor's degree in engineering (mechanical, electrical, agricultural, industrial or chemical) or related field. masters degree preferred. experience - minimum of 4 years of engineering experience, preferably in food production or food service.  skills/knowledge/abilities experience with equipment automation, connectivity, and communication protocols. working knowledge of refrigeration and thermodynamic fundamentals. demonstrated project management skills, with proven success of project delivery. excellent oral and written communication skills, presentation skills, and interpersonal skills. ability to influence stakeholders; ability to have productive conflict and communication at all levels to drive desired outcomes. strong organizational skills, with ability to work independently, multi-task, and adapt to change in a complex, fast-paced, and deadline-driven environment. proficient in microsoft office suite demonstrates integrity and ethical behavior.  physical requirements - ability to speak/hear clearly in person and on the telephone. ability to operate a computer (pc, tablet, etc). . ability to travel to restaurants and other locations approximately 15% - 25% of time as business needs require  brand: jack in the box  address: 9357 spectrum center blvd. san diego, ca - 92123  property description: jack in the box corporate  property number: xx9101",1,39
"technical development research associate / engineer roche south san francisco, ca  job description: within the purification department this team member will develop, characterize, validate and implement recombinant protein and novel therapeutic purification processes from laboratory to manufacturing scale. the team member will interact with engineers and scientists within the pharma technical development organization as well as collaborate with members from manufacturing and quality. the candidate will also be responsible for new technology development and process optimization as it benefits current and future purification platforms. job requirements: the ideal candidate will be highly motivated and comfortable working in a fast-paced laboratory environment. a general understanding of recombinant protein purification techniques (e. g. centrifugation, ultrafiltration, normal flow filtration and chromatography) is required. independent execution of laboratory experiments and lab maintenance activities and interpretation of data with moderate to minimal guidance is required. the candidate should possess organizational and problem solving skills with a focus on details and results. the candidate must have excellent communication and time management skills, must be a strong team player, and have the ability to operate in a flexible and dynamic environment. hands-on experience with akta chromatography and filtration systems are desirable. programming experience is desirable, but not required. job qualifications: bs/ms in chemical engineering, biochemical engineering, biochemistry, or equivalent a minimum of 2 years experience in the healthcare, biotech, pharmaceutical industry. #li-dl1 #ptcareers roche is an equal opportunity employer. technical development, technical development > technical r&d",1,40
"gpu research engineer qualcomm san diego, ca  location california - san diego   job overview help research, prototype, and commercialize novel ideas to enhance 3d graphics, gpgpu computing, and machine learning on adreno gpus. develop and analyze algorithms, software and hard implementations. participate in industry-wide standardization activities.   all qualcomm employees are expected to actively support diversity on their teams, and in the company.  minimum qualifications bachelor degree in engineering, computer science, or related field. 5+ years systems engineering or related work experience strong c++ programming skills  preferred qualifications experience with gpu hw and/or sw and/or applications using opencl, cuda, vulkan or metal. knowledge of 3d graphics concepts and apis. master degree   education requirements bachelor degree in engineering, computer science, or related field.",-1,41
"injection molding engineer nanobiosym cambridge, ma 02142  nanobiosym is on the cusp of rewriting the rules of personalized medicine, mobile diagnostics, and healthcare delivery. founded by a renowned mit and harvard trained physician and physicist, nanobiosym's innovative pipeline of products leverage novel advances in physics, biomedicine, and nanotechnology. awarded the first ever x-prize for healthcare, and a recipient of multiple other prestigious peer-reviewed funding awards, nanobiosym is currently adding to its talented team as it expands into a global commercial enterprise. duties responsible for the development and execution of injection molding projects, and process validation of new molded products. collaborates on project teams to develop high quality, high reliability and highly manufacturable injection molding products. utilizes drm/cos/lean principles to develop creative, thorough and practical technical solutions. develops and implements validation protocols (iq/oq/pq) that comply with fda regulations. conducts root cause analysis of product quality issues. qualifications s. or b. s. in engineering (plastics or mechanical preferred) six sigma black belt, a plus 7+ years of experience in molding, mold-making and tooling in manufacturing environment 7+ years of experience in diverse technical, materials, manufacturing and product design experience in statistical analysis and statistical process control recent experience with medical device development, in an fda regulated (21 cfr 820) and/or iso 13485 environment good communication and organization skills",-1,42
"gpu research engineer qualcomm san diego, ca  location california - san diego   job overview help research, prototype, and commercialize novel ideas to enhance 3d graphics, gpgpu computing, and machine learning on adreno gpus. develop and analyze algorithms, software and hard implementations. participate in industry-wide standardization activities.   all qualcomm employees are expected to actively support diversity on their teams, and in the company.  minimum qualifications bachelor degree in engineering, computer science, or related field. 5+ years systems engineering or related work experience strong c++ programming skills  preferred qualifications experience with gpu hw and/or sw and/or applications using opencl, cuda, vulkan or metal. knowledge of 3d graphics concepts and apis. master degree   education requirements bachelor degree in engineering, computer science, or related field.",1,43
"injection molding engineer nanobiosym cambridge, ma 02142  nanobiosym is on the cusp of rewriting the rules of personalized medicine, mobile diagnostics, and healthcare delivery. founded by a renowned mit and harvard trained physician and physicist, nanobiosym's innovative pipeline of products leverage novel advances in physics, biomedicine, and nanotechnology. awarded the first ever x-prize for healthcare, and a recipient of multiple other prestigious peer-reviewed funding awards, nanobiosym is currently adding to its talented team as it expands into a global commercial enterprise. duties responsible for the development and execution of injection molding projects, and process validation of new molded products. collaborates on project teams to develop high quality, high reliability and highly manufacturable injection molding products. utilizes drm/cos/lean principles to develop creative, thorough and practical technical solutions. develops and implements validation protocols (iq/oq/pq) that comply with fda regulations. conducts root cause analysis of product quality issues. qualifications s. or b. s. in engineering (plastics or mechanical preferred) six sigma black belt, a plus 7+ years of experience in molding, mold-making and tooling in manufacturing environment 7+ years of experience in diverse technical, materials, manufacturing and product design experience in statistical analysis and statistical process control recent experience with medical device development, in an fda regulated (21 cfr 820) and/or iso 13485 environment good communication and organization skills",1,44
