Description,Rating,SortKey
"mechanical engineer united states marine corps san mateo, ca  no experience needed. the marine corps will teach you everything you need to know!along the way, you will gain the technical skills and professional development for you to become successful. you will be getting paid to learn and gain the liscense/trades for you to be able to use. you will receive the education benefits that'll pay for 100% of your tuition for follow on schooling!contact me to see which mechanical field is best for you! the fields we offer:-aviation mechanic-automotive/diesel mechanic-heavy equipment mechanicjob types: full-time, part-timepay: $0.00 per houreducation:high school or equivalent (required)language:english (required)additional compensation:store discountswork location:multiple locationson the roadfully remotebenefits:health insurancedental insurancevision insuranceretirement planpaid time offflexible scheduleparental leaverelocation assistanceprofessional development assistancethis company describes its culture as:team-oriented -- cooperative and collaborativestable -- traditional, stable, strong processesdetail-oriented -- quality and precision-focusedschedule:otherwork remotely:no",0,16
"rf ate test development engineer qualcomm san diego, ca  location california - san diego   job overview qualcomm is a company of inventors that unlocked 5g ushering in an age of rapid acceleration in connectivity and new possibilities that will transform industries, create jobs, and enrich lives. but this is just the beginning. it takes inventive minds with diverse skills, backgrounds, and cultures to transform 5gs potential into world-changing technologies and products. this is the invention age and this is where you come in. the rf ate test development engineer will develop ate test solutions, both hardware and software, used for ate testing of rf receivers/transmitters/transceiver, analog, and mixed signal asics devices for cellular applications. these devices are highly integrated with da, mixers, dacs/adcs, lnas, hsio, and vcos. job responsibilities for the position include 1st silicon debug, ate test development, test correlation analysis, product documentation, test limit (guardband) generation, test time reduction and yield variance control.   all qualcomm employees are expected to actively support diversity on their teams, and in the company.  minimum qualifications bachelor's degree in engineering, information systems, computer science, or related field.  2+ years hardware engineering experience or related work experience.  preferred qualifications focus/course work in radio frequency design and testing. experience in programing c++, vba, or java or similar languages. experience with scripting software languages such as python, perl, vb to automate tasks. experience with circuits operating above 20ghz. validation, characterization, and production test of rf transceiver integrated chips. characterization of rf circuits with fully integrated socs. experience with at least 1 ate test platform: advantest-93k, ni-sts, teradyne-uflex. experience with development of software using smart test, igxl, labview, c++, and java to test integrated circuits. lab equipment knowledge, must be able to use common lab bench equip (oscilloscope, voltmeter, power meter, spectrum analyzer, vna) familiarity with the new product introduction process. understanding of test methodology for cellular standards. experience with development of test hardware utilizing team approach, reviewing schematics and layouts. loadboard design experience and understanding hardware layout, ability to review and comprehend rf routing (microstrip, stripline, coplanar) power grids, digital routes. statistical analysis capability (datapower, excel, sedana, etc). familiarity with de-embedding of rf fixtures (s2p, citi). experience troubleshooting hardware and software to develop test solutions. ability to analyze,debug and develop hardware and software. strong written, verbal, and interpersonal skills. highly motivated, fast learner, team player.   education requirements required: bachelor's, electrical engineering or computer science preferred: master's, electrical engineering or computer science",1,17
"scientist, metabolic engineering zymochem east bay, ca  position summary zymochem is seeking a highly motivated scientist to immediately join and contribute to our company’s r&d efforts focused on metabolic engineering. primary responsibilities for this position will include [1] the development of expression systems tailored for non-model organisms; and [2] the design and execution of metabolic engineering workflows for characterizing & optimizing biosynthetic pathways. this scientist position requires an entrepreneurial-level initiative, the ability to demonstrate scientific leadership, and the capability to prioritize & efficiently multi-task on a daily basis. an adept ability to effectively communicate and work with a team in a fast-paced environment is crucial, and the desire & skills to manage other researchers are also prerequisites. this position is for a full-time appointment with benefits including medical, dental, and vision. requirements phd in chemical engineering, bioengineering, molecular biology, biochemistry, or a related discipline; previous work in an industrial setting or startup environment is preferred proven expertise with engineering non-model organisms is strongly preferred extensive experience with building, testing, and optimizing metabolic pathways for the production of chemicals experience in using state-of-the-art –omics methodologies for strain characterization & engineering experience with bench-scale fermentations, media formulation development, and routine analytic techniques such as hplc other relevant qualifications technical experiences and in-depth knowledge with the following: state-of-the-art genome engineering & strain construction techniques such as crispr/cas9 and homologous recombination experience with successfully developing dna transformation work flows for non-model organisms operation of lab-scale controlled bioreactors and high cell density fed-batch fermentations metabolic modeling other desired qualities & experiences include: track record of supervising other scientists and/or research associates experience with writing successful grant proposals relevant publication record and achievements if this position aligns with your career aspirations, please apply using the form below. alternatively, you can email your resume/cv and a cover letter to info@zymochem. com, and include “application for metabolic engineering scientist” in the subject line of the email. zymochem is an equal opportunity employer.",0,18
"r&d engineer, mdr teleflex chelmsford, ma 01824  about teleflex incorporated teleflex is a global provider of clinically effective medical technologies designed to improve the health and quality of people’s lives. we apply purpose driven innovation – a relentless pursuit of identifying unmet clinical needs – to benefit patients and healthcare providers. our portfolio is diverse, with solutions in the fields of vascular and interventional access, interventional cardiology, surgical, anesthesia, cardiac care, interventional urology, urology, emergency medicine and respiratory care. teleflex employees worldwide are united in the understanding that what we do every day makes a difference. for more information, please visit teleflex. com.  interventional - the interventional business unit at teleflex offers innovative medical devices that are used to diagnose and treat coronary and peripheral vascular diseases. we place a strategic emphasis on complex coronary and peripheral interventions, vascular access, bone access, specialty biologic treatments and cardiac assist. our current interventional products include a broad range of clinically relevant solutions, such as our guideliner® and turnpike® catheters, ac3 optimus™ intra-aortic balloon pump and oncontrol® powered bone access system. with a strong r&d footprint and pipeline, our fast-growing interventional business unit is poised to continue the development of new technologies to serve critically ill patients for years to come. join a dynamic, growing team that offers healthcare providers an array of medical technology solutions that make a difference in patients’ lives.  position summary generate new product designs/concepts in an organized and consistent manner.  principal responsibilities generate new product designs/concepts in an organized and consistent manner. manage multiple projects and maintain on schedule. complete protocols and reports and transfer qualified new products/processes to operations. build finished devices for design development and verification.  education / experience requirements ba/bs in mechanical engineering, or two years of related experience without a technical degree.  specialized skills / other requirements familiarity with electromechanical systems, injection molding, machine shop operations, sheet metal fabrication, welding, fixtures and tooling design, and various other processes for the fabrication of capital equipment or electromechanical systems. must possess knowledge, understanding and skills in: generating new product designs/concepts, processes and design plus test methods and metrology; project management, documentation, and a working knowledge of quality systems and medical device regulations.  teleflex, inc. is an affirmative action & equal opportunity employer. d/v/m/f. applicants will be considered without regard to age, race, creed, color, national origin, ancestry, marital status, affectional or sexual orientation, gender identity or expression, disability, nationality, sex, or veteran status. if you require accommodation to apply for a position, please contact us at: 262-439-1894.",1,19
"thermal sciences engineer exponent natick, ma 01760  exponent is a leading engineering and scientific consulting firm. our multidisciplinary team of scientists, engineers, physicians, and regulatory consultants brings together more than 90 different disciplines to solve complicated problems facing corporations, insurers, government entities, associations and individuals. our approximately 1100 staff members work in 30 offices across the united states and abroad. exponent has over 900 consultants, including more than 550 that have earned a doctorate in their chosen field of specialization.  the thermal sciences practice is currently seeking a thermal sciences engineer for our natick, ma office. this person will perform failure analysis and provide design support for complex problems involving fluid flow, heat transfer, mass transport, combustion, and thermodynamics. applications will span many industries including oil and gas, aerospace, consumer electronics, power generation and distribution, batteries, and medical devices, among others. specific duties will include conducting computational fluid dynamic analyses, developing custom analysis codes, planning and executing experimental test programs, conducting fieldwork and inspections, preparing proposals and technical reports, presenting to clients, and starting the process of developing new clients.  exponent's thermal sciences services include:  fluid flow analysis (including cfd) heat transfer and thermodynamics analysis fire cause, origin, and propagation analysis explosion and detonation investigations thermal design analysis including electronics thermal management heating and cooling equipment design and operation review technology development design support fire protection engineering gas dispersion analysis  qualifications for this position include:  ph. d. in mechanical engineering, aerospace engineering, chemical engineering or nuclear engineering strong technical background in fluid mechanics, heat transfer, and thermodynamics outstanding verbal and written communication skills preference for candidates with experience developing and using computational fluid dynamics codes experience in the oil and gas industry not required but preferred  to learn more about life at exponent, check out our graduate students page at www. exponent. com/careers/grad-students!  we are an affirmative action, equal employment opportunity, veterans and disabled employer.  back share apply now",0,20
"stress engineer piasecki aircraft corporation essington, pa 19029  benefits vision, medical,life insurance, 401k, dental type full-time description the stress engineer works with the project team conducting various analyses including static stress analysis, fatigue and damage tolerance analysis; performs engineering duties in designing, constructing, and testing aircraft components and systems; conducts basic and applied research to evaluate adaptability of materials and equipment to aircraft design and manufacture, recommend improvements in testing equipment and techniques. responsibilities: full responsibility for analysis tasks, and will provide regular updates to the program team. execute the analysis of components for your assigned work packages document technical data generated by the assigned project consistent with engineering policies and procedures provide timely communications on significant issues or developments respond to production non conformance repairs respond to in-service repair concessions deliver repair schemes ensure quality of deliveries qualifications/requirements: bachelor’s degree in mechanical or aerospace engineering experience of cad & solidworks good knowledge of static analysis (hand calculations) and fatigue for metallic structures knowledge of finite element analysis tools and techniques knowledge of manufacturing methods and processes, prior experience with mrb/ signature authority. nastarn/patran, strong technical aptitude, including applicable engineering tools, and systems solid oral and written communication skills strong interpersonal skills experience of interfacing with customers for related technical issues knowledge of landing gear preferred good verbal and written communication skills general computer literacy (microsoft office)",1,21
"manufacturing equipment engineer veeco san jose, ca  making a material difference is at the core of our dna. for more than 30 years, we have developed differentiated technologies and built expertise and know-how that has enabled world-changing devices such as led lighting, data storage, advanced computing and mobile devices to reach industrial scale. we help customers overcome technical and cost barriers that make it possible to convert novel materials into high-yielding device performance at production volumes. our customers produce the newest, fastest, smallest, and most efficient electronic components used in devices to help deliver a better world. we serve the semiconductor and emerging high-growth markets. our process equipment and technology are used to manufacture advanced semiconductors, leds, displays, photonics, vcsels, power electronics, compound semiconductors, hard disk drives, mems and wireless chips.  overview: ultratech a division of veeco is hiring a manufacturing equipment engineer with primary responsibilities to participate in the assembling of newly manufactured systems and sub systems on the manufacturing floor. responsibilities: integrate setup and test complex optical and electro-mechanical subsystems into a higher level system or process module perform mechanical and software installations, and execute precision set-ups and adjustments following detailed work instructions diagnose and repair system performance issues using high precision electrical, optical and mechanical test equipment troubleshoot testing activity discrepancies, and design and conduct formal test plans work with development engineering as required resolving diverse & complex issues found during final test work with manufacturing engineering and assembly test technicians to resolve and close issues manage all manufacturing test data associated with source acceptance testing of a process module compile statistical reports for each system during final test participate in continuous improvement. identify and provide improvements of test methods for existing products and collaborate with engineering to develop methodologies for new products/components qualifications: bachelor's degree in an engineering related field with at least 2 years of experience or a master’s degree with hands-on experience testing and troubleshooting complex systems. an equivalent combination of training and experience may be considered. knowledge, skills and abilities: knowledge of hardware, software and control systems sap skills that range from simple inquiries to complex reports and transactions (mm, pp modules) proficient with excel and able to understand and apply statistical data analysis strong interpersonal skills to interface with technicians, engineering, management, sales and marketing willingness to work overtime, holidays and weekends as required to meet company revenue requirements military experience is a plus veeco is an equal opportunity/affirmative action employer. applicants will be considered for employment without regard to race, color, religion, sex, sexual orientation, gender identity or expression, national origin, protected veteran status, disability, or any other characteristics protected by applicable federal, state or local law.",0,22
"engineer ii m. a. mortenson company minneapolis, mn  overview mortenson’s success is not a matter of luck; it’s a result of our ingenuity, expertise, and exceptional people coupled with our unparalleled focus on customer service. our foundation and culture are based upon our company values of trust, safety, teamwork, responsibility, service and stewardship. we are inspired by a compelling purpose to build structures and facilities for the advancement of modern society and a mission to create an exceptional customer experience. mortenson has built a reputation for being a leader in our industry and in the communities in which we live and work. it all starts with our exceptional people and exceptional teams. mortenson has been voted a ""best place to work"" 38 times regionally over the past decade… …what are you waiting for?! responsibilities: mortenson engineering services is currently seeking an engineer ii – network / scada position in our minneapolis, mn, fargo, nd, or san antonio, tx offices. this position is responsible for the technical design and programming of the network and scada systems of substations through 500 kv. candidate will be responsible for working closely with other engineering and design team members to coordinate overall design package and requirements. they will be responsible for performing a broad scope of engineering assignments of moderate difficulty requiring knowledge in engineering-related disciplines. with some technical oversite, the engineer will learn to evaluate, select, and apply standard engineering techniques, procedures, and criteria by using judgment in making adaptations and modifications and providing interpretations and conclusions with support from other engineers. we are looking for a network specialist with cisco hardware and software configuration certifications. candidate will have understanding of network design and programming and will be responsible for network designs for high voltage power systems.   mortenson by the numbers $5.2b 2019 revenues ~7,500 employees across 11 offices + field 1954 year founded  apply now responsibilities responsible for the network / scada engineering aspects on substation design and pursuit projects duties include the areas of network design and programming (lan/wan), scada design and programming, field scada integration, field network integration, and troubleshooting. basic understanding of discipline specific technical designs, engineering principles, business standards, practices, procedures, and product / program requirements. works with direction from engineering lead, principal engineer, or engineering manager. coordinate with other engineering disciplines, project managers, and design phase managers to successfully deliver design projects. provides technical support to personnel/cross functional teams supporting the assigned project by performing moderate level engineering calculations, data analysis, and engineering tasks. assist field personnel in resolving unanticipated site conditions. review and approve equipment vendor drawings on major equipment from manufacturers with lead engineer or manager review and approval. implement plans to meet technical requirements of assigned components and systems. as necessary, provides engineering support for proposals, estimating, procurement and construction. strong analytical problem-solving skills. review of engineering work produces a first-time review rate of documents at 75% correct. assure proper documentation of technical data generated for the assigned projects and/or tasks consistent with engineering policies and mortenson qa/qc procedures. creates detailed designs aligned with our customer requirements and mortenson’s best practice standards. verify that the designs that are constructed agree with the electrical engineering design drawings, including preparatory meetings, and qa/qc. develops, under supervision, the technical requirements and standards for fabrication and construction tender packages. has knowledge of software programs and protocols: ieee 61850, iec 61131-3, sel, abb & ge platforms, dnp, modbus, bluebeam revu, microsoft suite of products, etc. is desirable but not required. has experience with routers, managed switches, lan development, wan development. has experience with integration and debug of programs in a substation or industrial environment. moderate project management and analytical problem-solving skills.  our approach to leadership and culture  our founder mort mortenson believed that we were all born to be leaders; that leadership wasn't something that just happened to us but was something within us. mort’s legacy of inspirational leadership is the embodiment of who we are at mortenson today. every single one of our team members is a part of keeping that legacy alive.  learn more about our culture principles >  qualifications graduate of four-year college or university with bachelor of science in electrical engineering (bsee) or bachelor of science electrical computer engineering (bsece) with power courses or related engineering program. strongly preferred the degree is from a school of engineering with curriculum accredited by the accreditation board for engineering and technology (abet) as a professional engineering curriculum. experienced in engineering theories and principles. experienced in practices of researching engineering and design issues, evaluating alternatives, making sound recommendations and preparing and presenting recommendations. engineering-in-training (eit) certification or achievement of their eit within 6 months of entering the position with the ability to obtain a professional engineering (pe) license. minimum two (2) years related work experience. excellent written and oral communication skills. ability to travel up to 30%. mortenson is an eoe/affirmative action/m/f/veteran/disabled employer. #li-nc1",1,23
"sonar algorithm researcher engineer systems & technology research beavercreek, oh 45431  the sensors division focuses on technology development for advanced sensor systems, particularly in the areas of airborne/surface-based radar, electronic warfare, underwater acoustics, hyperspectral imaging and eo/ir sensing. within this role, we perform work at full system prototypes, experiment campaigns and technology component development. particular development roles within the sensors division include rf analog/digital hardware, acoustic hardware, signal processing algorithms, machine learning algorithms, tracking/fusion, as well as real-time embedded processor implementation. str is hiring an algorithm research engineer to design sonar data processing algorithms and evaluate their ability to improve object recognition and support underwater robotic autonomous functionality. the research engineer will also determine processing requirements and direct software development efforts in support of advanced research projects, to include supervision of junior personnel. the research engineer will also be responsible for documentation in the form of technical reports, presenting findings to management, principal investigators and customers.  responsibilities include: algorithm development for sonar detection and tracking algorithms (beamforming, spectral estimation, detection processing) developing and implementing algorithms using at-sea collected data and iterate to improve performance participating in at-sea data collections including experiment design and analysis of collected data participating in preparation of proposals, plans and schedules.  required qualifications: u. s. citizen with the ability to obtain a security clearance phd or ms degree with research experience in underwater acoustics, electrical engineering, mechanical engineering, physics, applied mathematics or related field strong scientific programming skills in matlab, python, and/or c/c++ interest and aptitude for working on large, complex technical projects and teams ability to interact with technical and non-technical customers and external teammates to understand their technical issues, frame potential solutions and develop collaborative projects scientific curiosity and creativity knowledge of one or more of the following topic areas: signal processing tracking estimation control marine robotics cooperative navigation desired qualifications: active security clearance at the secret or top secret (ts) level",1,24
"rf systems deployment engineer pivotal commware kirkland, wa  pivotal commware develops 5g communications platforms, systems and applications based on holographic beam forming® , a patented breakthrough in electromagnetic physics. hbf allows pivotal to create software-defined antennas that can harness, shape and direct radio waves with order-of magnitude advantages over legacy beamforming systems in cost, size, weight and power consumption (c-swap). hbf enables mobile network operators to maximize capacity, coverage and throughput on demand and is recognized as an essential element in the 5g ecosystem. 5g leadership is pivotal to the us economy, and 5g is pivotal™.  we are seeking an rf systems deployment engineer to provide forward, hands-on support. you’ll demonstrate product capabilities, solve our customer’s most complex operational issues, and be indispensable to our entire sales cycle. rooted within customer operations and critical to developing long-term customer relationships, you will quickly become our technical subject-matter expert in hbf antenna solutions.  responsibilities: assist customers pre- and post-sales to provide technical assistance, product education, and trainingdesign and demonstrate solutions to meet customer requirements, including rf antenna solutions, physical interfaces, and custom installationsinterpret, communicate, and manage customer requirements to internal staff, including escalating technical challenges to product managers and engineeringproduce white papers, use cases, and other documentation for productshelp identify product improvements, provide input to technical deliberations, recommend courses of action, drive implementation directives, and lead troubleshooting for complex systemsassist with implementation, optimization, testing, and issue resolution for hbf antenna products and systemsmaintain expert knowledge of holographic beamforming antenna products and solutions  required qualifications: multiple years of experience as an rf engineer, solutions architect, presales engineer, hardware engineer, field application engineer, field service representative, or similarextensive knowledge of rf products and systems, including design principles for systems ranging from 6 to 86 ghz, and a familiarity with link budget calculationshands-on experience with measurement techniques, use of vector spectrum analyzers, vector signal generators, network analyzers, power meters, and other rf test equipmentworking experience with power amplifiers, mixers, lnas, filters, couplers, switches, vvas, iq modulator and demodulator, adc, dac, baseband amplifiers/filters and synthesizersability to troubleshoot communications systems and architectures, conduct group training, and manage equipment inventory and readinessability to write python scripts and gui’s for customer demo prototype solutions as well as connecting to the hardware interface (c++)an electrical engineering or related stem degreeexperience with power supply design, hardware prototyping, hardware debugging, other hardware design concepts, and/or 3gpp will be highly regarded  at pivotal you’ll join a team experienced in advanced communications, commercial antennas, rf circuit design, machine learning and active/nonlinear metamaterials.  named among washington’s top 100 places to work in 2018 & 2019, we are an equal opportunity employer. we highly respect and seek to empower each individual while supporting diverse cultures, perspectives, skills and experiences within our workforce. if you want to apply yourself to this fascinating endeavor, then we’d like to hear from you!",0,25
"signal/image process engineer lockheed martin corporation king of prussia, pa 19406  looking for a career with purpose? one that challenges your mind, grows your skills and contributes to our nation’s most critical missions? do you pride yourself on solving problems that others think are impossible? if you answered yes to these questions, then we would like you to join lockheed martin's ssc mission solutions, mission processing team! mission solutions develops, delivers, and operates affordable engineering and sustainment solutions for commercial, military and intelligence users across the globe. these mission critical efforts include development of innovative enterprise, cloud and application-based solutions for mission management, command and control, collection orchestration and tasking, processing, data analysis and analytics along with premier operations and sustainment capabilities of space- based programs in support of national security.  this position for a college direct placement (cdp) signal image processing engineer for 2021. successful candidate will have a passion for imaging science, math and physics. this candidate would be responsible to design/implement/test new algorithm capabilities in support of signal/image processing and would be able to develop software in matlab and/or python to prototype and evaluate capabilities. this position is a great opportunity for a passionate, energetic candidate to join a growing team that solves truly challenging problems with new, advanced algorithms.   candidate will work in a team environment utilizing software methodologies and processes. applicants selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information. ability to obtain a ts/sci clearance required for this role. basic qualifications: bachelors or masters degree in electrical engineering / imaging science / physics / mathematics or any other engineering discipline with relevant work experience  applicants selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information, including us citizenship. desired skills: knowledge of digital signal processingknowledge of radar waveforms, synthetic aperture radar, electro optical, or other radar phenomenologiesability to prototype software algorithms in one of the following: python, matlab, or c++knowledge of software engineering principles and the software development life cycle (conops, requirements, peer reviews, verification, cdrls, etc.) strong verbal and written communication skills and strong attention to detail basic qualifications: job. qualifications  lockheed martin is an equal opportunity/affirmative action employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status. join us at lockheed martin, where your mission is ours. our customers tackle the hardest missions. those that demand extraordinary amounts of courage, resilience and precision. they’re dangerous. critical. sometimes they even provide an opportunity to change the world and save lives. those are the missions we care about.  as a leading technology innovation company, lockheed martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. lockheed martin has employees based in many states throughout the u. s., and internationally, with business locations in many nations and territories. experience level: 4 yr and up college",1,26
"biomed engineer i - bmsi ah prime healthcare san diego, ca 92120  overview: provide technical assistance and support for proper utilization and maintenance of all prime healthcare management, inc.’s medical equipment including equipment used in the emergency room (open 24 hours a day, every day of the year), equipment for heart treatments such as ekg, doppler, cardiac catheterization, angioplasty, open-heart surgical devices, equipment used in cardiac rehabilitation and exercise conditioning programs, equipment used for occupational and physical therapy, equipment used for in-patient and out-patient surgical techniques including laser surgery, arthroscopy and laparoscopic procedures, mri machines, ct scanners, ultrasound equipment, echo/vascular equipment, nuclear medicine equipment, mammography machines, and equipment used in our intensive care unit. oversee the maintenance and repair of said systems and equipment in order to ensure optimum utilization in our facility.  responsibilities: reliability: works the assigned hours per day and is rarely tardy. misses a minimal number of days due to unscheduled absences. can be counted on to be available when needed responds to pages and messages in a timely fashion. performs all other duties as assigned or required.  personal and organizational skills: maintains a clean and well organized work area. prioritizes and organizes planned and corrective maintenance documentation. maintains a professional appearance.  technical skills: exhibits the technical skills required to service and maintain medical equipment within the hospital setting.  planned maintenance: completes all planned maintenance as assigned. follows the accepted policies and procedures as denoted in the bsi policy and procedure manual.  corrective maintenance: assures timely and appropriate response to equipment service requests and tracks and communicates the progress and completion of repairs to both the clinical staff and his or her manager. follows the accepted policies and procedures as denoted in the bsi policy and procedures manual.  service documentation: ensures that all appropriate service documentation is accurately completed in accordance with the bsi policy and procedure manual.  data management: inputs planned maintenance and service information into the bsi system as requested by the account coordinator. follows the accepted policies and procedures as denoted in the bsi policy and procedure manual.  communication: communicates pertinent information to hospital staff, shop staff and the account coordinator. this will be accomplished in a positive and proactive manner and will ensure that all information required for bsi and the hospital clinical staff is available to accomplish their missions in a proactive and cost conscious manner.  customer service: exhibits positive and proactive customer service skills. understands the needs and pressures on the clinical staff in the account and works to ensure that the bsi program is viewed as an integral and important asset to all staff in which he or she comes in contact.  policy and procedure: proactively assumes responsibility for reviewing, understanding and following all bsi policies and procedures as outlined in the bsi manual.  general: works positively and proactively with all bsi staff toward the common goal of ensuring the success of the account. attempts to find and communicate opportunities to improve the performance of the bsi program.  qualifications: education, experience, training  1. able to troubleshoot, read schematics, and/or blue prints. 2. valid california driver’s license. 3. minimum 0-1 years’ experience preferred. 4. must possess bachelor’s degree in biomedical engineering, biotechnology, bioinformatics, or related field required. 5. must exhibit a positive attitude and willingness to learn. 6. must have good verbal communication skills. 7. evaluate the safety, efficiency, and effectiveness of current medical equipment and develop methods and procedures for testing of biomedical devices and equipment and ensuring optimal performance standards. 8. provide support, repairs, and maintenance for all above-mentioned medical equipment used within the prime healthcare management, inc. facility. 9. oversee and participate in the design, fabrication, operation, application and installation of new or updates to current medical equipment. 10. conduct training to educate physicians, healthcare managers, health educators, clinicians, and other staff on the proper use of all medical machinery and equipment for clinical use. 11. document feedback regarding operation of all medical equipment and introduce improvements if necessary. 12. maintain a database of correspondence with vendors and suppliers of prime healthcare management, inc.’s medical equipment in order to improve future interaction. 13. keep abreast of future medical equipment advances to prepare the company for upcoming technological changes 14. write training programs and guides in order to assist all healthcare staff in correct machinery utilization. 15. manage all medical equipment inventory and coordinate with vendors and suppliers in ordering replacements for defective parts.  we are an equal opportunity/affirmative action employer and do not discriminate against applicants due to veteran status, disability, race, gender, gender identity, sexual orientation or other protected characteristics. if you need special accommodation for the application process, please contact human resources. eeo is the law: http://www1. eeoc. gov/employers/upload/eeoc_self_print_poster. pdf",0,27
"component design engineer intel hillsboro, or 97124  job description  in this role, you will be responsible for the structural design in the core cpu design team. your responsibilities will include but are not limited to: perform all aspects of the vlsi circuit design flow from high-level design to circuit schematics, cell placement, static timing analysis, power, layout/area optimization to create a design database that is ready for manufacturing. write scripts to improve data analysis and productivity. in addition to the qualifications listed below, the ideal candidate will also have the following: strong engineering, problem solving and analytical skills strong verbal and written communication skills willingness to work well in a highly dynamic, cross-geography collaborative environment  qualifications  you must possess the below minimum qualifications to be initially considered for this position. preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. experience listed below would be obtained through a combination of your school work/classes/research and/or relevant previous job and/or internship experiences. this is an entry level position and will be compensated accordingly. minimum qualifications candidate must have a ms degree in electrical engineering (ee), computer engineering (ce), or other engineering/applied sciences degree 6+ months of experience in: structural design rtl to synthesis vlsi circuit design, place and route static timing analysis low power design and layout design preferred qualifications: 6+ months experience in: writing and producing software code using languages such as perl and tcl unix/linux operating systems cad physical design software **by applying to this posting your resume and profile will become visible to intel recruiters and will allow them to consider you for current and future job openings aligned with the skills and positions mentioned above. inside this business group  the silicon engineering group is a worldwide organization focused on the development and integration of socs, cores, and critical ips that power intel’s leadership products. this business group leverages an incomparable mix of experts with different backgrounds, cultures, perspectives, and experiences to unleash the most innovative, amazing, and exciting computing experiences.  other locations us, california, santa clara;   posting statement all qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance....",1,28
"laboratory automation engineer adaptive biotechnologies seattle, wa 98102  every immune system has a story to tell— the key is knowing how to listen. our goal is to meaningfully improve people's lives by learning from the wisdom of their adaptive immune systems. it's a bold objective that we're uniquely built to achieve.  at adaptive, you'll be challenged, you'll be inspired, and you'll be part of an innovative organization making a real impact on improving the quality of life globally. no matter what your role is, you'll find a diverse, team-driven, fun culture where your contributions truly count.  position overview  laboratory automation engineer works within the process engineering team to support protocols for laboratory equipment, develop methods, and drive improvements to increase throughput and efficiency. this position primarily supports the production laboratories and reside within the laboratory operations group.   responsibilities  develop methods for liquid handling automation systems to support laboratory processes perform iq/oq/pq and maintenance on instruments as needed maintain automation and develop sops for use within regulated environments (e. g. clia, cap, gmp) develop and qualify instrument methods for new or improved processes according to defined specifications troubleshoot critical equipment and processes  requirements  2-3 years of experience developing and qualifying laboratory automation methods significant experience in molecular biology may substitute for some-but not all-of this automation experience experience validating precision and accuracy of liquid handler methods able to troubleshoot and fully rectify shortcomings in liquid handler methods able to self-direct toward individual milestones as part of team projects strong communication and interpersonal skills, ability to collaborate across disciplines  preferred  5-7 years of experience in laboratory automation, particularly focused in molecular biology labs and hamilton instruments significant experience in molecular biology may substitute for some-but not all-of this automation experience experience with integrated systems including centrifuges, dispensers and plate movers experience in labs operating as a service to customers experience utilizing source code control (eg, git, svn)   adaptive biotechnologies is proud to be an equal opportunity employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability. equal opportunity employer/veterans/disabled  note to employment agencies: adaptive biotechnologies values our relationships with our recruitment partners and will only accept resumes from those partners whom have been contracted by a member of our human resources team to collaborate with us. adaptive biotechnologies is not responsible for any fees related to resumes that are unsolicited or are received by any employee of adaptive biotechnologies who is not a member of the human resources team.",0,29
